station_id,station_name,timestamp,temperature,pressure,humidity,label,fault_type,ground_truth_is_anomaly,ground_truth_sensor
AWS-002,Mumbai Colaba,2026-08-01 00:00:00,26.46,1011.2,89.4,normal,none,0,none
AWS-002,Mumbai Colaba,2026-08-01 00:10:00,25.59,1011.59,88.5,normal,none,0,none
AWS-002,Mumbai Colaba,2026-08-01 00:20:00,25.94,1011.55,88.4,normal,none,0,none
AWS-002,Mumbai Colaba,2026-08-01 00:30:00,25.47,1011.69,88.8,normal,none,0,none
AWS-002,Mumbai Colaba,2026-08-01 00:40:00,25.31,1011.63,87.8,normal,none,0,none
AWS-002,Mumbai Colaba,2026-08-01 00:50:00,25.45,1011.68,89.6,normal,none,0,none
AWS-002,Mumbai Colaba,2026-08-01 01:00:00,25.46,1011.46,90.8,normal,none,0,none
AWS-002,Mumbai Colaba,2026-08-01 01:10:00,25.18,1011.03,88.1,normal,none,0,none
AWS-002,Mumbai Colaba,2026-08-01 01:20:00,25.52,1011.49,91.2,normal,none,0,none
AWS-002,Mumbai Colaba,2026-08-01 01:30:00,25.62,1011.37,88.7,normal,none,0,none
AWS-002,Mumbai Colaba,2026-08-01 01:40:00,25.27,1012.1,88.7,normal,none,0,none
AWS-002,Mumbai Colaba,2026-08-01 01:50:00,24.75,1011.84,89.3,normal,none,0,none
AWS-002,Mumbai Colaba,2026-08-01 02:00:00,24.75,1012.19,89.4,normal,none,0,none
AWS-002,Mumbai Colaba,2026-08-01 02:10:00,25.92,1012.16,88.5,normal,none,0,none
AWS-002,Mumbai Colaba,2026-08-01 02:20:00,25.07,1011.83,88.5,normal,none,0,none
AWS-002,Mumbai Colaba,2026-08-01 02:30:00,25.42,1012.2,91.0,normal,none,0,none
AWS-002,Mumbai Colaba,2026-08-01 02:40:00,25.22,1011.91,89.7,normal,none,0,none
AWS-002,Mumbai Colaba,2026-08-01 02:50:00,25.25,1012.07,87.6,normal,none,0,none
AWS-002,Mumbai Colaba,2026-08-01 03:00:00,25.54,1012.66,90.2,normal,none,0,none
AWS-002,Mumbai Colaba,2026-08-01 03:10:00,25.73,1012.36,91.6,normal,none,0,none
AWS-002,Mumbai Colaba,2026-08-01 03:20:00,25.72,1012.39,88.5,normal,none,0,none
AWS-002,Mumbai Colaba,2026-08-01 03:30:00,25.35,1012.8,88.2,normal,none,0,none
AWS-002,Mumbai Colaba,2026-08-01 03:40:00,25.56,1012.97,91.1,normal,none,0,none
AWS-002,Mumbai Colaba,2026-08-01 03:50:00,25.55,1013.04,88.8,normal,none,0,none
AWS-002,Mumbai Colaba,2026-08-01 04:00:00,25.73,1013.17,87.6,normal,none,0,none
AWS-002,Mumbai Colaba,2026-08-01 04:10:00,25.82,1013.25,89.4,normal,none,0,none
AWS-002,Mumbai Colaba,2026-08-01 04:20:00,26.17,1013.56,89.4,normal,none,0,none
AWS-002,Mumbai Colaba,2026-08-01 04:30:00,25.61,1012.93,89.7,normal,none,0,none
AWS-002,Mumbai Colaba,2026-08-01 04:40:00,25.81,1013.35,88.1,normal,none,0,none
AWS-002,Mumbai Colaba,2026-08-01 04:50:00,26.32,1012.86,88.3,normal,none,0,none
AWS-002,Mumbai Colaba,2026-08-01 05:00:00,26.19,1013.36,87.2,normal,none,0,none
AWS-002,Mumbai Colaba,2026-08-01 05:10:00,26.89,1013.32,87.2,normal,none,0,none
AWS-002,Mumbai Colaba,2026-08-01 05:20:00,26.56,1013.83,85.5,normal,none,0,none
AWS-002,Mumbai Colaba,2026-08-01 05:30:00,27.1,1013.92,84.8,normal,none,0,none
AWS-002,Mumbai Colaba,2026-08-01 05:40:00,26.62,1013.07,85.8,normal,none,0,none
AWS-002,Mumbai Colaba,2026-08-01 05:50:00,27.79,1013.65,85.1,normal,none,0,none
AWS-002,Mumbai Colaba,2026-08-01 06:00:00,27.5,1013.15,87.5,normal,none,0,none
AWS-002,Mumbai Colaba,2026-08-01 06:10:00,27.6,1012.96,85.1,normal,none,0,none
AWS-002,Mumbai Colaba,2026-08-01 06:20:00,27.92,1013.5,85.7,normal,none,0,none
AWS-002,Mumbai Colaba,2026-08-01 06:30:00,27.83,1013.88,86.8,normal,none,0,none
AWS-002,Mumbai Colaba,2026-08-01 06:40:00,28.29,1014.04,86.8,normal,none,0,none
AWS-002,Mumbai Colaba,2026-08-01 06:50:00,28.34,1013.61,83.2,normal,none,0,none
AWS-002,Mumbai Colaba,2026-08-01 07:00:00,28.48,1013.84,82.2,normal,none,0,none
AWS-002,Mumbai Colaba,2026-08-01 07:10:00,28.53,1013.36,85.0,normal,none,0,none
AWS-002,Mumbai Colaba,2026-08-01 07:20:00,28.8,1013.84,86.2,normal,none,0,none
AWS-002,Mumbai Colaba,2026-08-01 07:30:00,29.39,1014.12,81.2,normal,none,0,none
AWS-002,Mumbai Colaba,2026-08-01 07:40:00,29.42,1014.04,81.3,normal,none,0,none
AWS-002,Mumbai Colaba,2026-08-01 07:50:00,29.34,1014.12,82.4,normal,none,0,none
AWS-002,Mumbai Colaba,2026-08-01 08:00:00,29.99,1014.5,81.7,normal,none,0,none
