station_id,station_name,timestamp,temperature,pressure,humidity,label,fault_type,ground_truth_is_anomaly,ground_truth_sensor
AWS-006,Hyderabad Begumpet,2026-08-01 00:00:00,21.22,953.88,66.9,normal,none,0,none
AWS-006,Hyderabad Begumpet,2026-08-01 00:10:00,21.24,954.15,67.0,normal,none,0,none
AWS-006,Hyderabad Begumpet,2026-08-01 00:20:00,20.58,954.36,68.5,normal,none,0,none
AWS-006,Hyderabad Begumpet,2026-08-01 00:30:00,21.32,954.65,67.6,normal,none,0,none
AWS-006,Hyderabad Begumpet,2026-08-01 00:40:00,20.66,954.05,68.3,normal,none,0,none
AWS-006,Hyderabad Begumpet,2026-08-01 00:50:00,19.9,954.54,68.2,normal,none,0,none
AWS-006,Hyderabad Begumpet,2026-08-01 01:00:00,19.69,954.26,66.7,normal,none,0,none
AWS-006,Hyderabad Begumpet,2026-08-01 01:10:00,19.63,954.38,69.8,normal,none,0,none
AWS-006,Hyderabad Begumpet,2026-08-01 01:20:00,19.46,954.82,70.3,normal,none,0,none
AWS-006,Hyderabad Begumpet,2026-08-01 01:30:00,19.78,954.99,70.6,normal,none,0,none
AWS-006,Hyderabad Begumpet,2026-08-01 01:40:00,19.41,954.85,71.3,normal,none,0,none
AWS-006,Hyderabad Begumpet,2026-08-01 01:50:00,19.77,955.53,71.0,normal,none,0,none
AWS-006,Hyderabad Begumpet,2026-08-01 02:00:00,19.72,955.14,70.4,normal,none,0,none
AWS-006,Hyderabad Begumpet,2026-08-01 02:10:00,19.64,955.0,71.0,normal,none,0,none
AWS-006,Hyderabad Begumpet,2026-08-01 02:20:00,19.35,955.26,69.9,normal,none,0,none
AWS-006,Hyderabad Begumpet,2026-08-01 02:30:00,19.62,955.39,71.2,normal,none,0,none
AWS-006,Hyderabad Begumpet,2026-08-01 02:40:00,20.06,955.08,69.3,normal,none,0,none
AWS-006,Hyderabad Begumpet,2026-08-01 02:50:00,20.0,955.28,70.1,normal,none,0,none
AWS-006,Hyderabad Begumpet,2026-08-01 03:00:00,19.87,955.65,69.4,normal,none,0,none
AWS-006,Hyderabad Begumpet,2026-08-01 03:10:00,19.99,955.26,68.2,normal,none,0,none
AWS-006,Hyderabad Begumpet,2026-08-01 03:20:00,19.95,956.18,69.5,normal,none,0,none
AWS-006,Hyderabad Begumpet,2026-08-01 03:30:00,20.33,956.07,70.7,normal,none,0,none
AWS-006,Hyderabad Begumpet,2026-08-01 03:40:00,20.61,955.67,69.3,normal,none,0,none
AWS-006,Hyderabad Begumpet,2026-08-01 03:50:00,20.9,955.64,68.4,normal,none,0,none
AWS-006,Hyderabad Begumpet,2026-08-01 04:00:00,20.34,955.94,67.1,normal,none,0,none
AWS-006,Hyderabad Begumpet,2026-08-01 04:10:00,20.78,955.84,69.4,normal,none,0,none
