station_id,station_name,timestamp,temperature,pressure,humidity,label,fault_type,ground_truth_is_anomaly,ground_truth_sensor
AWS-005,Bengaluru HAL,2026-08-01 00:00:00,17.35,917.0,69.9,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 00:10:00,17.06,917.58,73.4,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 00:20:00,17.29,917.18,71.6,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 00:30:00,16.77,917.52,70.4,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 00:40:00,17.26,917.38,73.8,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 00:50:00,16.05,917.55,71.8,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 01:00:00,16.22,917.84,74.4,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 01:10:00,16.0,917.51,74.3,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 01:20:00,16.31,917.51,73.3,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 01:30:00,16.44,917.42,74.3,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 01:40:00,15.76,918.21,71.9,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 01:50:00,16.32,918.11,75.0,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 02:00:00,15.67,918.01,72.3,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 02:10:00,15.38,917.76,74.0,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 02:20:00,15.84,918.49,75.1,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 02:30:00,15.76,917.99,74.3,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 02:40:00,14.85,918.5,73.7,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 02:50:00,15.2,918.74,73.5,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 03:00:00,15.36,918.68,73.7,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 03:10:00,15.73,918.88,73.8,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 03:20:00,16.18,918.59,72.8,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 03:30:00,16.65,918.6,74.0,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 03:40:00,16.13,918.85,73.6,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 03:50:00,16.71,919.08,72.6,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 04:00:00,16.36,919.06,73.6,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 04:10:00,16.43,919.03,73.0,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 04:20:00,17.69,919.18,71.6,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 04:30:00,17.08,919.26,70.7,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 04:40:00,17.18,919.62,70.8,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 04:50:00,17.19,919.63,71.3,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 05:00:00,17.8,919.22,68.6,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 05:10:00,17.56,919.53,68.4,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 05:20:00,17.77,919.48,69.1,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 05:30:00,18.99,919.68,68.9,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 05:40:00,19.15,919.82,67.7,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 05:50:00,19.52,919.65,68.4,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 06:00:00,19.6,919.79,68.3,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 06:10:00,20.57,919.37,63.7,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 06:20:00,20.63,919.67,65.4,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 06:30:00,20.43,919.45,63.2,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 06:40:00,20.92,919.8,67.4,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 06:50:00,21.02,920.01,62.6,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 07:00:00,21.77,920.24,62.4,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 07:10:00,22.52,919.98,63.0,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 07:20:00,23.0,919.96,63.1,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 07:30:00,23.14,920.13,62.7,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 07:40:00,23.67,919.65,57.8,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 07:50:00,24.58,920.09,58.8,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 08:00:00,24.46,919.81,60.0,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 08:10:00,24.55,920.01,58.8,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 08:20:00,25.02,920.38,58.6,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 08:30:00,25.3,920.18,55.6,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 08:40:00,26.27,920.43,55.5,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 08:50:00,26.36,920.11,54.3,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 09:00:00,26.81,920.18,54.2,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 09:10:00,27.31,919.96,54.4,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 09:20:00,27.2,920.17,54.2,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 09:30:00,27.35,920.28,51.6,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 09:40:00,28.07,919.96,53.9,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 09:50:00,27.87,920.05,50.1,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 10:00:00,28.42,919.94,50.2,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 10:10:00,29.38,919.82,48.3,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 10:20:00,29.38,919.63,49.3,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 10:30:00,29.65,919.0,49.1,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 10:40:00,30.99,920.05,49.2,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 10:50:00,29.89,919.73,44.3,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 11:00:00,31.13,919.8,48.0,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 11:10:00,31.67,919.6,46.0,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 11:20:00,32.1,919.75,45.0,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 11:30:00,32.65,919.65,43.4,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 11:40:00,31.55,919.21,43.3,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 11:50:00,32.96,919.79,45.1,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 12:00:00,32.68,919.43,43.8,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 12:10:00,33.37,919.26,42.1,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 12:20:00,33.34,919.24,42.3,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 12:30:00,33.43,919.44,40.9,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 12:40:00,33.28,918.9,40.9,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 12:50:00,33.58,919.08,40.2,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 13:00:00,33.75,919.1,42.0,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 13:10:00,33.89,918.75,38.8,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 13:20:00,34.03,918.59,41.1,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 13:30:00,34.4,918.36,41.1,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 13:40:00,34.74,918.45,39.2,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 13:50:00,34.48,918.5,38.9,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 14:00:00,34.34,918.3,39.4,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 14:10:00,35.32,918.41,41.6,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 14:20:00,34.82,918.34,38.7,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 14:30:00,34.84,918.02,41.6,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 14:40:00,34.36,917.88,40.6,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 14:50:00,35.1,918.14,38.8,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 15:00:00,34.33,917.58,41.2,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 15:10:00,34.84,917.4,39.2,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 15:20:00,35.33,917.87,39.7,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 15:30:00,34.38,917.69,39.6,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 15:40:00,34.09,917.62,38.9,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 15:50:00,33.73,917.36,40.5,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 16:00:00,34.83,917.42,39.2,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 16:10:00,33.64,917.06,40.8,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 16:20:00,33.75,917.48,44.9,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 16:30:00,33.46,917.26,39.3,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 16:40:00,34.18,916.57,41.3,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 16:50:00,33.44,916.51,40.5,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 17:00:00,32.78,916.76,41.5,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 17:10:00,32.95,916.89,42.1,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 17:20:00,32.77,916.58,42.3,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 17:30:00,32.13,916.49,46.9,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 17:40:00,31.43,916.17,45.0,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 17:50:00,31.86,916.64,44.6,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 18:00:00,31.74,916.51,45.3,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 18:10:00,31.13,916.22,46.8,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 18:20:00,31.14,916.13,45.6,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 18:30:00,30.85,916.11,46.0,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 18:40:00,30.42,916.29,48.8,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 18:50:00,30.49,916.05,48.2,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 19:00:00,29.77,915.32,46.4,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 19:10:00,29.19,915.7,51.1,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 19:20:00,28.48,915.48,50.2,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 19:30:00,28.03,915.48,50.0,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 19:40:00,27.99,916.04,52.7,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 19:50:00,28.26,915.41,53.6,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 20:00:00,27.47,915.26,54.2,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 20:10:00,26.98,915.56,52.2,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 20:20:00,26.65,915.96,51.8,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 20:30:00,26.05,915.18,55.1,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 20:40:00,25.53,915.77,55.2,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 20:50:00,25.1,915.26,55.1,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 21:00:00,25.09,914.96,55.7,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 21:10:00,24.89,914.95,59.7,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 21:20:00,23.91,915.31,58.5,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 21:30:00,24.09,915.62,60.1,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 21:40:00,23.26,914.98,60.1,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 21:50:00,23.58,915.17,60.9,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 22:00:00,22.48,915.05,62.5,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 22:10:00,22.7,915.2,62.3,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 22:20:00,22.39,915.81,61.7,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 22:30:00,22.06,915.5,63.9,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 22:40:00,21.62,915.32,63.8,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 22:50:00,21.26,914.82,63.7,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 23:00:00,21.57,915.31,65.0,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 23:10:00,20.83,915.32,65.8,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 23:20:00,20.32,915.64,64.6,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 23:30:00,19.6,914.59,66.9,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 23:40:00,19.63,915.82,66.7,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-01 23:50:00,19.68,915.24,66.9,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-02 00:00:00,19.07,915.79,67.5,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-02 00:10:00,19.46,915.51,67.1,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-02 00:20:00,19.08,915.43,67.5,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-02 00:30:00,18.99,915.57,69.6,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-02 00:40:00,18.65,915.84,70.4,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-02 00:50:00,17.67,915.44,69.9,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-02 01:00:00,18.67,915.84,69.4,normal,none,0,none
AWS-005,Bengaluru HAL,2026-08-02 01:10:00,17.75,915.53,68.8,normal,none,0,none
